"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"04/01/2020 08:45 - 04/01/2020 09:00","BZN|NL","13222.59","11047.42"
"04/01/2020 09:00 - 04/01/2020 09:15","BZN|NL","13475.17","11195.94"
"04/01/2020 09:15 - 04/01/2020 09:30","BZN|NL","13644.53","11345.02"
"04/01/2020 09:30 - 04/01/2020 09:45","BZN|NL","13805.65","11460.29"
"04/01/2020 09:45 - 04/01/2020 10:00","BZN|NL","13915.08","11543.10"
"04/01/2020 10:00 - 04/01/2020 10:15","BZN|NL","14041.08","11595.95"
"04/01/2020 10:15 - 04/01/2020 10:30","BZN|NL","14088.35","11598.87"
"04/01/2020 10:30 - 04/01/2020 10:45","BZN|NL","14091.37","11569.11"
"04/01/2020 10:45 - 04/01/2020 11:00","BZN|NL","14087.79","11503.77"
"04/01/2020 11:00 - 04/01/2020 11:15","BZN|NL","14083.48","11405.76"
"04/01/2020 11:15 - 04/01/2020 11:30","BZN|NL","14062.25","11317.49"
"04/01/2020 11:30 - 04/01/2020 11:45","BZN|NL","14061.01","11271.45"
"04/01/2020 11:45 - 04/01/2020 12:00","BZN|NL","14122.44","11268.18"
"04/01/2020 12:00 - 04/01/2020 12:15","BZN|NL","14154.55","11299.69"
"04/01/2020 12:15 - 04/01/2020 12:30","BZN|NL","14126.99","11311.00"
"04/01/2020 12:30 - 04/01/2020 12:45","BZN|NL","14078.63","11303.12"
"04/01/2020 12:45 - 04/01/2020 13:00","BZN|NL","14100.05","11255.97"
"04/01/2020 13:00 - 04/01/2020 13:15","BZN|NL","14081.17","11228.67"
"04/01/2020 13:15 - 04/01/2020 13:30","BZN|NL","14113.00","11214.44"
"04/01/2020 13:30 - 04/01/2020 13:45","BZN|NL","14165.67","11216.06"
"04/01/2020 13:45 - 04/01/2020 14:00","BZN|NL","14203.19","11233.70"
"04/01/2020 14:00 - 04/01/2020 14:15","BZN|NL","14226.07","11257.64"
"04/01/2020 14:15 - 04/01/2020 14:30","BZN|NL","14254.05","11287.98"
"04/01/2020 14:30 - 04/01/2020 14:45","BZN|NL","14274.21","11327.20"
"04/01/2020 14:45 - 04/01/2020 15:00","BZN|NL","14265.61","11363.94"
"04/01/2020 15:00 - 04/01/2020 15:15","BZN|NL","14248.18","11435.47"
"04/01/2020 15:15 - 04/01/2020 15:30","BZN|NL","14247.57","11509.06"
"04/01/2020 15:30 - 04/01/2020 15:45","BZN|NL","14313.59","11590.15"
"04/01/2020 15:45 - 04/01/2020 16:00","BZN|NL","14307.93","11685.35"
"04/01/2020 16:00 - 04/01/2020 16:15","BZN|NL","14352.99","11756.01"
"04/01/2020 16:15 - 04/01/2020 16:30","BZN|NL","14456.26","11797.15"
"04/01/2020 16:30 - 04/01/2020 16:45","BZN|NL","14599.85","11941.34"
"04/01/2020 16:45 - 04/01/2020 17:00","BZN|NL","14957.94","12165.45"
"04/01/2020 17:00 - 04/01/2020 17:15","BZN|NL","15057.54","12313.04"
"04/01/2020 17:15 - 04/01/2020 17:30","BZN|NL","15278.70","12258.71"
"04/01/2020 17:30 - 04/01/2020 17:45","BZN|NL","15364.53","12313.11"
"04/01/2020 17:45 - 04/01/2020 18:00","BZN|NL","15350.53","12327.15"
"04/01/2020 18:00 - 04/01/2020 18:15","BZN|NL","15005.74","12141.71"
"04/01/2020 18:15 - 04/01/2020 18:30","BZN|NL","14828.11","11793.34"
"04/01/2020 18:30 - 04/01/2020 18:45","BZN|NL","14722.56","11669.06"
"04/01/2020 18:45 - 04/01/2020 19:00","BZN|NL","14569.43","11572.85"
"04/01/2020 19:00 - 04/01/2020 19:15","BZN|NL","14418.03","11501.21"
"04/01/2020 19:15 - 04/01/2020 19:30","BZN|NL","14263.91","11428.39"
"04/01/2020 19:30 - 04/01/2020 19:45","BZN|NL","14139.29","11310.79"
"04/01/2020 19:45 - 04/01/2020 20:00","BZN|NL","14051.89","11228.76"
"04/01/2020 20:00 - 04/01/2020 20:15","BZN|NL","13886.18","11189.43"
"04/01/2020 20:15 - 04/01/2020 20:30","BZN|NL","13662.63","11120.83"
"04/01/2020 20:30 - 04/01/2020 20:45","BZN|NL","13507.03","11018.31"
"04/01/2020 20:45 - 04/01/2020 21:00","BZN|NL","13399.23","10882.32"
"04/01/2020 21:00 - 04/01/2020 21:15","BZN|NL","13186.60","10765.37"
"04/01/2020 21:15 - 04/01/2020 21:30","BZN|NL","13079.81","10669.69"
"04/01/2020 21:30 - 04/01/2020 21:45","BZN|NL","12919.09","10529.50"
"04/01/2020 21:45 - 04/01/2020 22:00","BZN|NL","12793.25","10378.46"
"04/01/2020 22:00 - 04/01/2020 22:15","BZN|NL","12610.92","10269.51"
"04/01/2020 22:15 - 04/01/2020 22:30","BZN|NL","12439.23","10192.23"
"04/01/2020 22:30 - 04/01/2020 22:45","BZN|NL","12343.29","10092.17"
"04/01/2020 22:45 - 04/01/2020 23:00","BZN|NL","12154.75","9950.79"
"04/01/2020 23:00 - 04/01/2020 23:15","BZN|NL","12017.04","9854.55"
"04/01/2020 23:15 - 04/01/2020 23:30","BZN|NL","11889.52","9785.45"
"04/01/2020 23:30 - 04/01/2020 23:45","BZN|NL","11714.68","9655.27"
"04/01/2020 23:45 - 05/01/2020 00:00","BZN|NL","11531.76","9494.38"
"05/01/2020 00:00 - 05/01/2020 00:15","BZN|NL","11507.26","9249.04"
"05/01/2020 00:15 - 05/01/2020 00:30","BZN|NL","11454.23","9221.58"
"05/01/2020 00:30 - 05/01/2020 00:45","BZN|NL","11371.44","9161.34"
"05/01/2020 00:45 - 05/01/2020 01:00","BZN|NL","11266.23","8999.60"
"05/01/2020 01:00 - 05/01/2020 01:15","BZN|NL","11214.98","8848.86"
"05/01/2020 01:15 - 05/01/2020 01:30","BZN|NL","11101.31","8791.51"
"05/01/2020 01:30 - 05/01/2020 01:45","BZN|NL","11002.89","8704.71"
"05/01/2020 01:45 - 05/01/2020 02:00","BZN|NL","10896.41","8558.09"
"05/01/2020 02:00 - 05/01/2020 02:15","BZN|NL","10802.33","8431.34"
"05/01/2020 02:15 - 05/01/2020 02:30","BZN|NL","10718.42","8353.09"
"05/01/2020 02:30 - 05/01/2020 02:45","BZN|NL","10643.15","8278.62"
"05/01/2020 02:45 - 05/01/2020 03:00","BZN|NL","10603.07","8209.54"
"05/01/2020 03:00 - 05/01/2020 03:15","BZN|NL","10574.51","8142.15"
"05/01/2020 03:15 - 05/01/2020 03:30","BZN|NL","10553.95","8144.11"
"05/01/2020 03:30 - 05/01/2020 03:45","BZN|NL","10516.37","8163.79"
"05/01/2020 03:45 - 05/01/2020 04:00","BZN|NL","10494.34","8132.17"
"05/01/2020 04:00 - 05/01/2020 04:15","BZN|NL","10502.84","8090.80"
"05/01/2020 04:15 - 05/01/2020 04:30","BZN|NL","10552.30","8054.11"
"05/01/2020 04:30 - 05/01/2020 04:45","BZN|NL","10533.41","8027.43"
"05/01/2020 04:45 - 05/01/2020 05:00","BZN|NL","10536.47","8022.06"
"05/01/2020 05:00 - 05/01/2020 05:15","BZN|NL","10595.72","8019.80"
"05/01/2020 05:15 - 05/01/2020 05:30","BZN|NL","10648.37","8060.85"
"05/01/2020 05:30 - 05/01/2020 05:45","BZN|NL","10642.14","8100.39"
"05/01/2020 05:45 - 05/01/2020 06:00","BZN|NL","10686.85","8126.20"
"05/01/2020 06:00 - 05/01/2020 06:15","BZN|NL","10759.33","8160.76"
"05/01/2020 06:15 - 05/01/2020 06:30","BZN|NL","10778.05","8245.26"
"05/01/2020 06:30 - 05/01/2020 06:45","BZN|NL","10868.12","8302.53"
"05/01/2020 06:45 - 05/01/2020 07:00","BZN|NL","10901.85","8325.53"
"05/01/2020 07:00 - 05/01/2020 07:15","BZN|NL","11078.36","8359.66"
"05/01/2020 07:15 - 05/01/2020 07:30","BZN|NL","11151.53","8471.86"
"05/01/2020 07:30 - 05/01/2020 07:45","BZN|NL","11313.22","8587.67"
"05/01/2020 07:45 - 05/01/2020 08:00","BZN|NL","11480.62","8723.76"
"05/01/2020 08:00 - 05/01/2020 08:15","BZN|NL","11688.25","8899.86"
"05/01/2020 08:15 - 05/01/2020 08:30","BZN|NL","11838.88","9128.52"
"05/01/2020 08:30 - 05/01/2020 08:45","BZN|NL","12030.02","9265.55"
"05/01/2020 08:45 - 05/01/2020 09:00","BZN|NL","12162.06","9375.79"
"05/01/2020 09:00 - 05/01/2020 09:15","BZN|NL","12326.69","9512.34"
"05/01/2020 09:15 - 05/01/2020 09:30","BZN|NL","12526.97","9613.74"
"05/01/2020 09:30 - 05/01/2020 09:45","BZN|NL","12658.26","9652.13"
"05/01/2020 09:45 - 05/01/2020 10:00","BZN|NL","12805.78","9677.17"
"05/01/2020 10:00 - 05/01/2020 10:15","BZN|NL","12941.62","9679.95"
"05/01/2020 10:15 - 05/01/2020 10:30","BZN|NL","13117.45","9623.55"
"05/01/2020 10:30 - 05/01/2020 10:45","BZN|NL","13182.63","9540.59"
"05/01/2020 10:45 - 05/01/2020 11:00","BZN|NL","13286.34","9467.80"
"05/01/2020 11:00 - 05/01/2020 11:15","BZN|NL","13365.27","9388.56"
"05/01/2020 11:15 - 05/01/2020 11:30","BZN|NL","13474.06","9349.21"
"05/01/2020 11:30 - 05/01/2020 11:45","BZN|NL","13496.96","9311.90"
"05/01/2020 11:45 - 05/01/2020 12:00","BZN|NL","13661.79","9347.34"
"05/01/2020 12:00 - 05/01/2020 12:15","BZN|NL","13780.57","9432.17"
"05/01/2020 12:15 - 05/01/2020 12:30","BZN|NL","13810.09","9573.15"
"05/01/2020 12:30 - 05/01/2020 12:45","BZN|NL","13810.78","9670.08"
"05/01/2020 12:45 - 05/01/2020 13:00","BZN|NL","13812.97","9698.52"
"05/01/2020 13:00 - 05/01/2020 13:15","BZN|NL","13861.13","9793.02"
"05/01/2020 13:15 - 05/01/2020 13:30","BZN|NL","13844.12","9909.81"
"05/01/2020 13:30 - 05/01/2020 13:45","BZN|NL","13805.97","10000.84"
"05/01/2020 13:45 - 05/01/2020 14:00","BZN|NL","13807.59","10045.25"
"05/01/2020 14:00 - 05/01/2020 14:15","BZN|NL","13798.95","10121.64"
"05/01/2020 14:15 - 05/01/2020 14:30","BZN|NL","13776.36","10211.43"
"05/01/2020 14:30 - 05/01/2020 14:45","BZN|NL","13786.22","10310.95"
"05/01/2020 14:45 - 05/01/2020 15:00","BZN|NL","13774.88","10401.27"
"05/01/2020 15:00 - 05/01/2020 15:15","BZN|NL","13781.92","10528.20"
"05/01/2020 15:15 - 05/01/2020 15:30","BZN|NL","13794.04","10628.13"
"05/01/2020 15:30 - 05/01/2020 15:45","BZN|NL","13810.12","10691.23"
"05/01/2020 15:45 - 05/01/2020 16:00","BZN|NL","13817.70","10758.46"
"05/01/2020 16:00 - 05/01/2020 16:15","BZN|NL","13855.03","10876.85"
"05/01/2020 16:15 - 05/01/2020 16:30","BZN|NL","14002.59","11059.42"
"05/01/2020 16:30 - 05/01/2020 16:45","BZN|NL","14196.36","11301.52"
"05/01/2020 16:45 - 05/01/2020 17:00","BZN|NL","14553.74","11635.15"
"05/01/2020 17:00 - 05/01/2020 17:15","BZN|NL","14793.66","11930.08"
"05/01/2020 17:15 - 05/01/2020 17:30","BZN|NL","15036.99","11944.92"
"05/01/2020 17:30 - 05/01/2020 17:45","BZN|NL","15138.34","12072.38"
"05/01/2020 17:45 - 05/01/2020 18:00","BZN|NL","15128.98","12182.25"
"05/01/2020 18:00 - 05/01/2020 18:15","BZN|NL","14828.00","11946.22"
"05/01/2020 18:15 - 05/01/2020 18:30","BZN|NL","14644.95","11502.99"
"05/01/2020 18:30 - 05/01/2020 18:45","BZN|NL","14545.66","11400.25"
"05/01/2020 18:45 - 05/01/2020 19:00","BZN|NL","14449.97","11387.44"
"05/01/2020 19:00 - 05/01/2020 19:15","BZN|NL","14340.55","11366.58"
"05/01/2020 19:15 - 05/01/2020 19:30","BZN|NL","14282.27","11253.05"
"05/01/2020 19:30 - 05/01/2020 19:45","BZN|NL","14164.21","11228.71"
"05/01/2020 19:45 - 05/01/2020 20:00","BZN|NL","14124.82","11274.12"
"05/01/2020 20:00 - 05/01/2020 20:15","BZN|NL","13933.13","11308.51"
"05/01/2020 20:15 - 05/01/2020 20:30","BZN|NL","13817.83","11226.31"
"05/01/2020 20:30 - 05/01/2020 20:45","BZN|NL","13565.53","11074.99"
"05/01/2020 20:45 - 05/01/2020 21:00","BZN|NL","13423.31","10935.54"
"05/01/2020 21:00 - 05/01/2020 21:15","BZN|NL","13206.14","10815.44"
"05/01/2020 21:15 - 05/01/2020 21:30","BZN|NL","13091.05","10713.83"
"05/01/2020 21:30 - 05/01/2020 21:45","BZN|NL","12935.78","10644.64"
"05/01/2020 21:45 - 05/01/2020 22:00","BZN|NL","12797.29","10538.62"
"05/01/2020 22:00 - 05/01/2020 22:15","BZN|NL","12592.76","10435.14"
"05/01/2020 22:15 - 05/01/2020 22:30","BZN|NL","12470.56","10336.66"
"05/01/2020 22:30 - 05/01/2020 22:45","BZN|NL","12272.07","10187.40"
"05/01/2020 22:45 - 05/01/2020 23:00","BZN|NL","12019.23","10031.94"
"05/01/2020 23:00 - 05/01/2020 23:15","BZN|NL","11833.87","9885.32"
"05/01/2020 23:15 - 05/01/2020 23:30","BZN|NL","11643.39","9808.19"
"05/01/2020 23:30 - 05/01/2020 23:45","BZN|NL","11501.81","9681.15"
"05/01/2020 23:45 - 06/01/2020 00:00","BZN|NL","11349.75","9525.93"
"06/01/2020 00:00 - 06/01/2020 00:15","BZN|NL","11332.46","9437.43"
"06/01/2020 00:15 - 06/01/2020 00:30","BZN|NL","11316.59","9464.38"
"06/01/2020 00:30 - 06/01/2020 00:45","BZN|NL","11272.85","9450.87"
"06/01/2020 00:45 - 06/01/2020 01:00","BZN|NL","11133.88","9417.70"
"06/01/2020 01:00 - 06/01/2020 01:15","BZN|NL","11098.55","9367.39"
"06/01/2020 01:15 - 06/01/2020 01:30","BZN|NL","11086.57","9337.03"
"06/01/2020 01:30 - 06/01/2020 01:45","BZN|NL","11050.95","9296.77"
"06/01/2020 01:45 - 06/01/2020 02:00","BZN|NL","10965.72","9213.03"
"06/01/2020 02:00 - 06/01/2020 02:15","BZN|NL","10944.34","9159.84"
"06/01/2020 02:15 - 06/01/2020 02:30","BZN|NL","10900.04","9153.92"
"06/01/2020 02:30 - 06/01/2020 02:45","BZN|NL","10866.15","9133.84"
"06/01/2020 02:45 - 06/01/2020 03:00","BZN|NL","10873.04","9087.65"
"06/01/2020 03:00 - 06/01/2020 03:15","BZN|NL","10840.03","9070.45"
"06/01/2020 03:15 - 06/01/2020 03:30","BZN|NL","10859.67","9088.23"
"06/01/2020 03:30 - 06/01/2020 03:45","BZN|NL","10870.56","9103.92"
"06/01/2020 03:45 - 06/01/2020 04:00","BZN|NL","10859.17","9094.44"
"06/01/2020 04:00 - 06/01/2020 04:15","BZN|NL","10943.24","9096.08"
"06/01/2020 04:15 - 06/01/2020 04:30","BZN|NL","10989.20","9104.80"
"06/01/2020 04:30 - 06/01/2020 04:45","BZN|NL","11032.21","9124.53"
"06/01/2020 04:45 - 06/01/2020 05:00","BZN|NL","11088.27","9131.02"
"06/01/2020 05:00 - 06/01/2020 05:15","BZN|NL","11297.70","9203.23"
"06/01/2020 05:15 - 06/01/2020 05:30","BZN|NL","11458.56","9372.63"
"06/01/2020 05:30 - 06/01/2020 05:45","BZN|NL","11693.84","9557.43"
"06/01/2020 05:45 - 06/01/2020 06:00","BZN|NL","11936.17","9786.21"
"06/01/2020 06:00 - 06/01/2020 06:15","BZN|NL","12310.51","10058.17"
"06/01/2020 06:15 - 06/01/2020 06:30","BZN|NL","12740.45","10435.32"
"06/01/2020 06:30 - 06/01/2020 06:45","BZN|NL","13107.63","10822.33"
"06/01/2020 06:45 - 06/01/2020 07:00","BZN|NL","13579.21","11240.82"
"06/01/2020 07:00 - 06/01/2020 07:15","BZN|NL","14138.37","11704.85"
"06/01/2020 07:15 - 06/01/2020 07:30","BZN|NL","14648.13","12281.17"
"06/01/2020 07:30 - 06/01/2020 07:45","BZN|NL","15105.57","12814.68"
"06/01/2020 07:45 - 06/01/2020 08:00","BZN|NL","15525.42","13217.72"
"06/01/2020 08:00 - 06/01/2020 08:15","BZN|NL","15906.63","13531.74"
"06/01/2020 08:15 - 06/01/2020 08:30","BZN|NL","16152.25","13854.35"
"06/01/2020 08:30 - 06/01/2020 08:45","BZN|NL","16307.27","14091.07"
"06/01/2020 08:45 - 06/01/2020 09:00","BZN|NL","16375.22","14228.07"
"06/01/2020 09:00 - 06/01/2020 09:15","BZN|NL","16467.14","14352.02"
"06/01/2020 09:15 - 06/01/2020 09:30","BZN|NL","16502.20","14409.94"
"06/01/2020 09:30 - 06/01/2020 09:45","BZN|NL","16503.57","14439.93"
"06/01/2020 09:45 - 06/01/2020 10:00","BZN|NL","16513.75","14451.38"
"06/01/2020 10:00 - 06/01/2020 10:15","BZN|NL","16486.24","14437.36"
"06/01/2020 10:15 - 06/01/2020 10:30","BZN|NL","16437.86","14424.72"
"06/01/2020 10:30 - 06/01/2020 10:45","BZN|NL","16373.85","14467.33"
"06/01/2020 10:45 - 06/01/2020 11:00","BZN|NL","16343.45","14567.28"
"06/01/2020 11:00 - 06/01/2020 11:15","BZN|NL","16248.15","14641.56"
"06/01/2020 11:15 - 06/01/2020 11:30","BZN|NL","16134.90","14668.60"
"06/01/2020 11:30 - 06/01/2020 11:45","BZN|NL","16081.59","14671.76"
"06/01/2020 11:45 - 06/01/2020 12:00","BZN|NL","15991.85","14701.23"
"06/01/2020 12:00 - 06/01/2020 12:15","BZN|NL","15752.91","14740.53"
"06/01/2020 12:15 - 06/01/2020 12:30","BZN|NL","15530.62","14655.81"
"06/01/2020 12:30 - 06/01/2020 12:45","BZN|NL","15372.27","14574.00"
"06/01/2020 12:45 - 06/01/2020 13:00","BZN|NL","15282.57","14532.73"
"06/01/2020 13:00 - 06/01/2020 13:15","BZN|NL","15305.67","14569.12"
"06/01/2020 13:15 - 06/01/2020 13:30","BZN|NL","15315.33","14657.04"
"06/01/2020 13:30 - 06/01/2020 13:45","BZN|NL","15282.96","14776.73"
"06/01/2020 13:45 - 06/01/2020 14:00","BZN|NL","15250.37","14802.68"
"06/01/2020 14:00 - 06/01/2020 14:15","BZN|NL","15251.39","14837.16"
"06/01/2020 14:15 - 06/01/2020 14:30","BZN|NL","15323.39","14884.90"
"06/01/2020 14:30 - 06/01/2020 14:45","BZN|NL","15361.11","14873.99"
"06/01/2020 14:45 - 06/01/2020 15:00","BZN|NL","15412.22","14879.38"
"06/01/2020 15:00 - 06/01/2020 15:15","BZN|NL","15481.16","14864.41"
"06/01/2020 15:15 - 06/01/2020 15:30","BZN|NL","15586.03","14833.68"
"06/01/2020 15:30 - 06/01/2020 15:45","BZN|NL","15764.82","14891.13"
"06/01/2020 15:45 - 06/01/2020 16:00","BZN|NL","15953.23","14991.13"
"06/01/2020 16:00 - 06/01/2020 16:15","BZN|NL","16017.59","15000.86"
"06/01/2020 16:15 - 06/01/2020 16:30","BZN|NL","16171.69","14961.08"
"06/01/2020 16:30 - 06/01/2020 16:45","BZN|NL","16321.36","15044.48"
"06/01/2020 16:45 - 06/01/2020 17:00","BZN|NL","16709.89","15224.23"
"06/01/2020 17:00 - 06/01/2020 17:15","BZN|NL","17100.06","15331.78"
"06/01/2020 17:15 - 06/01/2020 17:30","BZN|NL","17409.65","15237.64"
"06/01/2020 17:30 - 06/01/2020 17:45","BZN|NL","17464.50","15314.16"
"06/01/2020 17:45 - 06/01/2020 18:00","BZN|NL","17358.18","15268.37"
"06/01/2020 18:00 - 06/01/2020 18:15","BZN|NL","16785.64","14971.44"
"06/01/2020 18:15 - 06/01/2020 18:30","BZN|NL","16499.55","14442.88"
"06/01/2020 18:30 - 06/01/2020 18:45","BZN|NL","16388.03","14233.66"
"06/01/2020 18:45 - 06/01/2020 19:00","BZN|NL","16305.22","14158.73"
"06/01/2020 19:00 - 06/01/2020 19:15","BZN|NL","16154.23","14063.80"
"06/01/2020 19:15 - 06/01/2020 19:30","BZN|NL","15998.53","13937.18"
"06/01/2020 19:30 - 06/01/2020 19:45","BZN|NL","15836.09","13831.47"
"06/01/2020 19:45 - 06/01/2020 20:00","BZN|NL","15730.78","13689.85"
"06/01/2020 20:00 - 06/01/2020 20:15","BZN|NL","15482.07","13551.64"
"06/01/2020 20:15 - 06/01/2020 20:30","BZN|NL","15269.85","13387.25"
"06/01/2020 20:30 - 06/01/2020 20:45","BZN|NL","15080.57","13213.54"
"06/01/2020 20:45 - 06/01/2020 21:00","BZN|NL","14861.91","13055.07"
"06/01/2020 21:00 - 06/01/2020 21:15","BZN|NL","14630.45","12879.01"
"06/01/2020 21:15 - 06/01/2020 21:30","BZN|NL","14408.79","12630.74"
"06/01/2020 21:30 - 06/01/2020 21:45","BZN|NL","14186.35","12439.01"
"06/01/2020 21:45 - 06/01/2020 22:00","BZN|NL","13982.70","12241.02"
"06/01/2020 22:00 - 06/01/2020 22:15","BZN|NL","13717.23","12045.07"
"06/01/2020 22:15 - 06/01/2020 22:30","BZN|NL","13486.90","11851.35"
"06/01/2020 22:30 - 06/01/2020 22:45","BZN|NL","13162.50","11660.03"
"06/01/2020 22:45 - 06/01/2020 23:00","BZN|NL","12957.01","11376.63"
"06/01/2020 23:00 - 06/01/2020 23:15","BZN|NL","12746.09","11172.82"
"06/01/2020 23:15 - 06/01/2020 23:30","BZN|NL","12544.30","11056.19"
"06/01/2020 23:30 - 06/01/2020 23:45","BZN|NL","12341.11","10890.96"
"06/01/2020 23:45 - 07/01/2020 00:00","BZN|NL","12144.46","10698.47"
"07/01/2020 00:00 - 07/01/2020 00:15","BZN|NL","12082.37","10061.53"
"07/01/2020 00:15 - 07/01/2020 00:30","BZN|NL","11967.07","10002.44"
"07/01/2020 00:30 - 07/01/2020 00:45","BZN|NL","11892.84","9956.98"
"07/01/2020 00:45 - 07/01/2020 01:00","BZN|NL","11789.15","9844.02"
"07/01/2020 01:00 - 07/01/2020 01:15","BZN|NL","11692.40","9724.08"
"07/01/2020 01:15 - 07/01/2020 01:30","BZN|NL","11648.06","9627.66"
"07/01/2020 01:30 - 07/01/2020 01:45","BZN|NL","11516.50","9563.69"
"07/01/2020 01:45 - 07/01/2020 02:00","BZN|NL","11447.11","9497.04"
"07/01/2020 02:00 - 07/01/2020 02:15","BZN|NL","11365.76","9420.24"
"07/01/2020 02:15 - 07/01/2020 02:30","BZN|NL","11350.80","9371.20"
"07/01/2020 02:30 - 07/01/2020 02:45","BZN|NL","11342.93","9338.72"
"07/01/2020 02:45 - 07/01/2020 03:00","BZN|NL","11321.71","9294.33"
"07/01/2020 03:00 - 07/01/2020 03:15","BZN|NL","11299.33","9250.77"
"07/01/2020 03:15 - 07/01/2020 03:30","BZN|NL","11244.98","9262.16"
"07/01/2020 03:30 - 07/01/2020 03:45","BZN|NL","11258.10","9276.97"
"07/01/2020 03:45 - 07/01/2020 04:00","BZN|NL","11233.24","9281.72"
"07/01/2020 04:00 - 07/01/2020 04:15","BZN|NL","11269.37","9277.53"
"07/01/2020 04:15 - 07/01/2020 04:30","BZN|NL","11312.46","9281.77"
"07/01/2020 04:30 - 07/01/2020 04:45","BZN|NL","11348.13","9313.69"
"07/01/2020 04:45 - 07/01/2020 05:00","BZN|NL","11381.50","9341.28"
"07/01/2020 05:00 - 07/01/2020 05:15","BZN|NL","11535.75","9396.84"
"07/01/2020 05:15 - 07/01/2020 05:30","BZN|NL","11717.07","9521.41"
"07/01/2020 05:30 - 07/01/2020 05:45","BZN|NL","11897.81","9666.06"
"07/01/2020 05:45 - 07/01/2020 06:00","BZN|NL","12167.11","9812.05"
"07/01/2020 06:00 - 07/01/2020 06:15","BZN|NL","12585.68","9930.73"
"07/01/2020 06:15 - 07/01/2020 06:30","BZN|NL","13022.65","10102.30"
"07/01/2020 06:30 - 07/01/2020 06:45","BZN|NL","13414.75","10472.66"
"07/01/2020 06:45 - 07/01/2020 07:00","BZN|NL","13744.68","10814.29"
"07/01/2020 07:00 - 07/01/2020 07:15","BZN|NL","14360.40","11158.92"
"07/01/2020 07:15 - 07/01/2020 07:30","BZN|NL","14935.86","11605.63"
"07/01/2020 07:30 - 07/01/2020 07:45","BZN|NL","15425.18","11994.10"
"07/01/2020 07:45 - 07/01/2020 08:00","BZN|NL","15824.45","12327.96"
"07/01/2020 08:00 - 07/01/2020 08:15","BZN|NL","16096.38","12652.34"
"07/01/2020 08:15 - 07/01/2020 08:30","BZN|NL","16339.39","12926.86"
"07/01/2020 08:30 - 07/01/2020 08:45","BZN|NL","16422.24","13112.24"
"07/01/2020 08:45 - 07/01/2020 09:00","BZN|NL","16490.01","13211.01"
"07/01/2020 09:00 - 07/01/2020 09:15","BZN|NL","16543.59","13299.39"
"07/01/2020 09:15 - 07/01/2020 09:30","BZN|NL","16571.50","13292.00"
"07/01/2020 09:30 - 07/01/2020 09:45","BZN|NL","16465.09","13252.82"
"07/01/2020 09:45 - 07/01/2020 10:00","BZN|NL","16438.35","13461.80"
"07/01/2020 10:00 - 07/01/2020 10:15","BZN|NL","16416.29","13472.50"
"07/01/2020 10:15 - 07/01/2020 10:30","BZN|NL","16352.23","13392.42"
"07/01/2020 10:30 - 07/01/2020 10:45","BZN|NL","16293.54","13264.58"
"07/01/2020 10:45 - 07/01/2020 11:00","BZN|NL","16233.62","13272.62"
"07/01/2020 11:00 - 07/01/2020 11:15","BZN|NL","16190.63","13287.46"
"07/01/2020 11:15 - 07/01/2020 11:30","BZN|NL","16115.45","13275.73"
"07/01/2020 11:30 - 07/01/2020 11:45","BZN|NL","16042.32","13209.91"
"07/01/2020 11:45 - 07/01/2020 12:00","BZN|NL","16084.57","13173.34"
"07/01/2020 12:00 - 07/01/2020 12:15","BZN|NL","16003.80","13130.13"
"07/01/2020 12:15 - 07/01/2020 12:30","BZN|NL","15903.15","12986.20"
"07/01/2020 12:30 - 07/01/2020 12:45","BZN|NL","15778.38","12805.76"
"07/01/2020 12:45 - 07/01/2020 13:00","BZN|NL","15773.85","12667.35"
"07/01/2020 13:00 - 07/01/2020 13:15","BZN|NL","15829.38","12571.56"
"07/01/2020 13:15 - 07/01/2020 13:30","BZN|NL","15873.37","12532.92"
"07/01/2020 13:30 - 07/01/2020 13:45","BZN|NL","15896.78","12511.30"
"07/01/2020 13:45 - 07/01/2020 14:00","BZN|NL","15963.43","12466.22"
"07/01/2020 14:00 - 07/01/2020 14:15","BZN|NL","15933.47","12417.18"
"07/01/2020 14:15 - 07/01/2020 14:30","BZN|NL","15936.35","12391.08"
"07/01/2020 14:30 - 07/01/2020 14:45","BZN|NL","15984.29","12502.82"
"07/01/2020 14:45 - 07/01/2020 15:00","BZN|NL","16042.10","12569.00"
"07/01/2020 15:00 - 07/01/2020 15:15","BZN|NL","16123.45","12651.41"
"07/01/2020 15:15 - 07/01/2020 15:30","BZN|NL","16156.62","12683.85"
"07/01/2020 15:30 - 07/01/2020 15:45","BZN|NL","16257.36","12746.57"
"07/01/2020 15:45 - 07/01/2020 16:00","BZN|NL","16336.16","12804.48"
"07/01/2020 16:00 - 07/01/2020 16:15","BZN|NL","16348.95","12833.87"
"07/01/2020 16:15 - 07/01/2020 16:30","BZN|NL","16450.31","12819.87"
"07/01/2020 16:30 - 07/01/2020 16:45","BZN|NL","16571.04","12926.34"
"07/01/2020 16:45 - 07/01/2020 17:00","BZN|NL","16946.37","13141.51"
"07/01/2020 17:00 - 07/01/2020 17:15","BZN|NL","17177.17","13297.39"
"07/01/2020 17:15 - 07/01/2020 17:30","BZN|NL","17424.29","13228.23"
"07/01/2020 17:30 - 07/01/2020 17:45","BZN|NL","17431.92","13245.14"
